author,category,datePublished,description,images,numberOfPages,price,sub_category,title
Na Bảo Anh,Sách Phát Triển Bản Thân,30/09/2019,"Thông tin tác giả    Mộ Nhan Ca     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     BẠN CÒN TRẺ THẾ, SỐNG AN NHÀN THÌ ĐƯỢC CHỨ ĐỪNG AN PHẬNAn nhàn là một cuộc đời đáng mơ ướcKhi bạn cảm thấy tâm hồn bình yên và hoàn toàn phẳng lặngKhi những bão giông cuộc đời không đủ sức làm khuỵu đôi chânKhi tình yêu bỏ bạn ra đi nhưng bạn vẫn cười tươi đón nhânKhi ai cũng nói rằng bạn không may mắn, chỉ có bạn không nghĩ như vậyĐó là khi bạn đang sống một cuộc đời an nhàn về tâm tưởng. Không phải cứ giàu có, công việc ổn định lương cao, ở nhà lầu đi xế xịn thì mới gọi là an nhàn. An nhàn về tâm hồn là nỗ lực mà con người ta luôn cố gắng để đạt được.An phận là căn bệnh bào mòn tuổi thanh xuânBạn ngừng mơ ước, ý chí phấn đấu cũng chẳng cònBạn chán ghét công việc hiện tại, nhưng lại sợ sự thay đổiBạn muốn đi đâu đó xả stress nhưng lại ngại đường xá xa xôiBạn thích một ai đó nhưng chẳng dám làm quenChúc mừng, bạn đang tồn tại trong một cuộc đời an phận buồn tẻ.Ai cũng chỉ sống một lần trong đời. Sống sao là quyền của bạn, mong bạn đừng để sự bình yên, an phận làm mất đi nhiệt huyết đỏ rực của thanh xuân, mong bạn đừng sống hết cuộc đời khi chỉ mới ngoài hai mươi tuổi. Cuộc sống còn lý thú, hứng khởi gì nếu bạn của hôm nay có thể tưởng tượng ra bạn của mấy chục năm sau? Hãy để Mới hơn hai mươi tuổi đừng sống hết cuộc đời nâng bước, đồng hành cùng bạn trên chặng đường dài rộng kiếm tìm tài năng, theo đuổi ước mơ sau này.Mời bạn đón đọc.",full/5d3529223ac885cc3d17ad331a6c0642381f1df3.jpg,296.0,81.000,Sách học làm người,Mới Hơn Hai Mươi Tuổi Đừng Sống Hết Cuộc Đời
Huệ Linh,Sách Phát Triển Bản Thân,07/10/2019,6 bước chào ngày mới để biến đại học thành năm tháng thanh xuân rực rỡ nhất.Bạn sẽ được học hỏi từ cuốn sách này:- Kỹ thuật phao cứu sinh – LIFE S.A.V.E.R.S để có một buổi sáng tràn đầy năng lượng và sẵn sàng bứt phá- Ba nguyên tắc thành công dành cho sinh viên không phải ai cũng biết- Bốn kỹ năng vượt trội để trở thành một sinh viên “cấp độ 10”Mọi thói quen làm nên thành công của các nhà lãnh đạo tài ba đều diễn ra trước 8 giờ sáng. Hãy lập trình nghi thức chào ngày mới của bạn để làm chủ cuộc sống giảng đường và trở thành một trong số họ ngay từ hôm nay.Mời bạn đón đọc.,full/a6e8cf279a4cb55c3ffe84383d444fd30db44f27.jpg,384.0,119.000,Sách học làm người,Buổi Sáng Diệu Kỳ Dành Cho Sinh Viên
Hà Hương,Sách Thiếu Nhi,14/08/2019,"Thông tin tác giả    Kim Eun Eui     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Nghe tên cuốn sách đã thấy hết sức thú vị rồi. Cũng giống như hai cuốn về thực vật và động vật, Ngọt đắng vị đường cũng gồm ba phần cơ bản: phần đầu đề cập tới tất tần tật kiến thức về đường, phần hai nói về các câu hỏi đố vui giúp các em nhỏ kiểm tra lại phần kiến thức mình nắm được về đường và phần ba giới thiệu các khái niệm, thuật ngữ liên quan tới đường mà các em có thể còn thấy xa lạ. Với phần kiến thức về đường, tác giả tập trung xử lý các vấn đề như đường ngọt như mật ong, đường là gì, quê hương của đường ở đâu, lịch sử của đường, đường và côn nghiệp, đường đi của đường và đường rất trung thực. Với phần mở đậu: “CÁC EM ƠI!” có thế giúp hiểu mục tiêu và lý do tại sao tác giả lại viết cuốn sách này. Tựu trung lại là các vấn đề, đường rất ngọt, đó là sự thật về đường, nhưng đường tới từ đâu nhỉ, từ Ấn Độ chăng? Rồi quá trình để sản xuất ra đường vất vả và phức tạp ra sao, cho đến hành trình của đường tới được các nước trên thế giới, nhưng ngày nay việc mọi người sử dụng quá nhiều đường cũng gây ra các vấn đề về sức khỏe, vậy có bí mật nào ẩn sâu bên trong những hạt đường ngọt ngào ấy chứ? Cuốn sách này có thể giúp các em bật mí nhé!Ấn tượng nhất của biên tập đối với cuốn sách này là về hành trình du hí của đường. Hành trình ấy rất dài và kỳ công. Các em nhỏ sẽ hiểu tất tất tần về đường, hiểu đường có xuất xứ từ đâu rồi mới cập bến được tới đất nước Hàn Quốc? Từ đây, các em cũng biết đâu muốn lập một hành trình du hí của đường và điểm cập bến là Việt Nam? Hóa ra để có được những hạt đường li ti hàng ngày các em ăn đâu phải dễ dàng. Rồi ai trong các em cũng rất thích ăn các thực phẩm chứa đường, vậy ăn bao nhiêu thì đủ và không gây hại cho sức khỏe nhỉ? Cũng là một bài học hay đấy chứ! Chưa kể, đường còn vô số các công dụng mà chắc chắn các em chưa hề biết tới. Mình cùng khám phá nào! Sách dành cho các em 10+, phần hình ảnh và phần chữ được kết hợp hài hòa và khiến các em hứng thú đọc sách hơn rất nhiều. Mời bạn đón đọc.",full/3bc65b9d062836f9cc9a91a2b10b49fbd9bc1b38.jpg,140.0,89.000,Khoa học xã hội,Ngọt Đắng Vị Đường
Hà Hương,Sách Thiếu Nhi,21/08/2019,"Thông tin tác giả    Lee Young Ran     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cũng giống như ba cuốn về đường, thực vật và động vật, cuốn sách được chia làm ba phần chính: Phần kiến thức chung về cơ thể con người, phần đố vui để giúp em kiểm tra những gì mình nắm được, phần cuối giới thiệu các khái niệm, thuật ngữ liên quan tới cơ thể con người mà các em còn thấy bỡ ngỡ. Với phần kiến thức chung về đường, tác giả tập trung giải quyết các vấn đề như: khởi đầu của sự sống, não và tủy sống điều khiển hoạt động của cơ thể, mắt, tai, mũi, miệng, da, cơ và khớp xướng, đường đi của máy và không khí, rồi tiêu hóa và bài tiết, tất tần tật về cơ thể con người từ bên ngoài vào bên trong. Với phần: “CÁC EM THÂN MẾN!”, tác giả chia sẻ mục tiêu và lý do viết cuốn sách này. Tác giả tin rằng, việc hiểu cơ thể mình sẽ giúp các em nhỏ quan tâm, chăm sóc tới sức khỏe của bản thân tốt hơn. Cuốn sách này sẽ giúp các em hiểu rất, rất rõ về cơ thể của mình, biết cơ thể hoạt động ra sao. Thực ra nếu chỉ nhìn vào phần kiến thức, các em sẽ thấy hơi nặng đầu một chút, nhưng đọc thật chậm và cảm nhận xem, mắt mình, mũi mình, lưỡi mình, tai mình…. Rồi đến cánh tay mình, chân mình…. Tim mình, phổi mình…. Các em sẽ biết tại sao chúng đều quan trọng và không thể thiếu, tạo thành một cơ thể thống nhất, trọn vẹn. Việc hiểu và cảm nhận chúng quả thực sẽ làm các em yêu cơ thể của bản thân hơn rất nhiều. Nếu đọc sách với tâm thế này, chắc chắn sẽ không thấy cuốn sách nhàm chán mà lại thấy ồ, kiến thức về cơ thể mình thật thú vị, hóa ra nhờ nó mà mình mới làm được việc này hay việc kia, rồi hóa ra đúng là có một thế giới rất, rất khổng lồ trong cơ thể mỗi người thật. Và hóa ra trong thế giới ấy, mọi “sinh vật” muốn sống đều phải nương vào nhau. Thật kỳ diệu. Nếu thấy khó khan khi đọc sách, các em có thể đọc phần giới thiệu ở cuối sách để hiểu một số khái niệm, thuật ngữ được sử dụng trong sách. Trong trường hợp các em vẫn thấy khó, thì có thể đọc chậm từng phần rồi trao đổi với ông bà, bố mẹ, anh chị và thầy cô. Những lúc trao đổi ấy, biết đâu em sẽ hiểu ra cơ thể của em giống với mọi người hay không, vì em còn nhỏ mà. Kể ra cũng thú vị đấy chứ! Sách dành cho các em 10+, phần kết hợp tranh và chữ khá sinh động nên chắc chắn các em sẽ thấy vô cùng hào hứng khi đọc cuốn sách này. Hãy cùng ngắm nghía và tận hưởng nào. Mời bạn đón đọc.",full/01dc3f21048aa150629b003b217691efe864b9a5.jpg,140.0,89.000,Khoa học xã hội,Thế Giới Khổng Lồ Trong Cơ Thể Con Người
Hà Hương,Sách Thiếu Nhi,21/08/2019,"Thông tin tác giả    Lee Young Ran     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     Cấu trúc của cuốn sách này hơi khác với những cuốn sách còn lại một chút, dành cho các bạn trai và bạn gái đang bước vào độ tuổi dậy thì. Độ tuổi chưng skieesn nhiều sự thay đổi về cơ thể và tinh thần. Bỡ ngỡ đấy, nhưng vô cùng thú vị. Phần chính tác giả tập trung chủ yếu vào các vấn đề như, long mũ, ngực, vỡ giọng, cắt bao quy đầu, kinh nguyệt, bình đẳng giới, thai giáo, quan hệ tình dục, phá thai, sảy thai và tránh thai, bạn khác giới, cứ muốn xem mãi thôi, hành vi tự sướng, tình yêu đồng tính, đề phòng kẻ xấu. Đây là những phần trọng điểm trong GIÁO DỤC GIỚI TÌNH dành cho các em. Nhiều em vẫn còn thấy GIÁO DỤC GIỚI TÍNH là vấn đề hết sức xa lạ, nhưng nếu được trang bị những kiến thức về giới tính, chắc chắn các em sẽ hiểu cách đối xử, trân trọng với bản thân mình và với các bạn đồng giới cũng như khác giới. Kiến thức rất chân thực và hình ảnh rất trực diện, giúp các em hình dung đúng về cơ thể mình, về các mối quan hệ xung quanh mình cũng như về các hậu quả có thẻ kéo theo nếu em hành động “sai”. Chưa kể, bắt đầu với mỗi một vấn đề chính, tác giả đưa ra một câu chuyện của bạn nam hoặc bạn nữ đang bằng tuổi các em, những khó khăn mà các bạn ý đang phải đối mặt, sau đó phần Nhật ký trưởng thành, tức nhưng tâm tư tình cảm của các bạn ý để em biết đâu sẽ thấy hình ảnh của mình ở trong đó, rồi tới góc Tìm hiểu, nhằm gỡ rối tất cả các vấn đề bạn cũng như các em đang mắc phải, nhưng chưa hết, các em còn đọc được các câu hỏi ở phần góc Thắc mắc và được tác giả giải quyết rất dễ hiểu. Mỗi phần đều được phân bổ như vậy: Chuyện, Nhật ký trưởng thành, Góc tìm hiểu và góc thắc mắc. Vì thế các em sẽ cực kỳ dễ theo dõi sách và thấy vô cùng hứng thú. Phần mở đầu: “CÁC EM THÂN MẾN!” cũng là chất liệu để tìm hiểu mục tiêu và lý do tại sao tác giả viết ra cuốn sách này. Một chất liệu tốt. Đọc cuốn sách, các em sẽ thấy vô cùng gần gũi, nhưng lại nhận được vô số kiến thức về giới tính bổ ích và còn tuyệt hơn nữa là cảm giác như mình đang đọc tâm sự của các bạn bằng tuổi mình về các vấn đề mà cả bạn và mình đều đang gặp phải. Và thật may khi bất cứ vấn đề nào đều cũng có lời giải và hướng xử lý. Vậy là từ giờ mình không cần lo lắng rồi. Dần dần các em sẽ yêu hơn cơ thể mình lúc dậy thì, dù thay đổi đó, nhưng mà các em vẫn là chính mình, sống thật vui vẻ và đón nhận những điều thật mới mẻ. Sách kết hợp phần hình ảnh và phần chữ rất sáng tạo, biết đâu có thể giúp các em tự lập ra một cuốn nhật ký tuổi dậy thì của riêng mình theo cấu trúc của sách. Chắc sẽ thú vị lắm đây!Mời bạn đón đọc.",full/86ca048e3b9c3b9b322282c9f68e6f9d70e12430.jpg,160.0,99.000,Khoa học xã hội,Tớ Tìm Hiểu Về Giới Tính
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”."" Mời bạn đón đọc.",full/b64c221b2dbd906d141a52a53444c5223d4a5803.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Chồi 1
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”.""Mời bạn đón đọc.",full/f39c9bf7563f9809f6cee7b256b2466ce8c3a4d0.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Chồi 2
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”.""Mời bạn đón đọc.",full/960817d473eac433d829d38fc03685fad727c1fb.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Lá 1
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”.""Mời bạn đón đọc.",full/6d8c2f1960ae141d77a5d1f591282cd14abdc744.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Lá 2
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”.""Mời bạn đón đọc.",full/46739307133d265ac5f4777a9ebafabf824cdcd2.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Mầm 1
Phương Vũ,Sách Thiếu Nhi,17/08/2019,"Thông tin tác giả    Tứ Diệp Thảo     Vào trang riêng của tác giả   Xem tất cả các sách của tác giả     ""Bé càng lớn càng rời xa vòng tay cha mẹ để tham gia nhiều hoạt động. Cha mẹ không thể suốt ngày ở bên con trẻ để trông nom. Trong khi đó, hiểm nguy có mặt và luôn rình rập con yêu ở khắp mọi nơi: ở nhà, ở trường, nơi công cộng, trên đường phố,… làm sao để phòng tránh? Cách bảo vệ tốt nhất là dạy bé những kỹ năng phòng tránh hiểm nguy, để bé có đủ kiến thức, biết tự bảo vệ bản thân, an toàn vượt qua những tai nạn hoặc rủi ro bất ngờ trong cuộc sống. Là bậc cha mẹ thông thái, các bậc phụ huynh hãy trang bị cho con mình những kiến thức an toàn hết sức cần thiết trong cuộc sống qua bộ sách “Giúp bé tránh hiểm nguy”.""Mời bạn đón đọc.",full/5afc9fc00d4191c979eea9bb4e83a23f9907a0a7.jpg,40.0,35.000,Khoa học xã hội,Giúp Bé Tránh Hiểm Nguy - Lớp Mầm 2
